x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7473874092102051,0.6486092805862427,-8.541807119399891e-07,0.7489068508148193,0.5806988477706909,-0.06290945410728455,0.6652348041534424,0.5025610327720642,-0.08386960625648499,0.6194860935211182,0.4391038715839386,-0.09812784940004349,0.6462939977645874,0.39130699634552,-0.09651754051446915,0.524463951587677,0.519486129283905,-0.05168198421597481,0.46006476879119873,0.5117248892784119,-0.10303697735071182,0.5592589378356934,0.528711199760437,-0.11194305866956711,0.5852030515670776,0.5332666635513306,-0.10872747004032135,0.4940689206123352,0.5639568567276001,-0.03923536837100983,0.45992687344551086,0.563782811164856,-0.08624083548784256,0.5905212759971619,0.5849218368530273,-0.07402310520410538,0.5847885608673096,0.5720316767692566,-0.05688244476914406,0.47920623421669006,0.6076828241348267,-0.03981702774763107,0.4549054205417633,0.6108751893043518,-0.09757160395383835,0.569957971572876,0.6220701336860657,-0.08022009581327438,0.5919969081878662,0.6176629066467285,-0.05489511787891388,0.466590017080307,0.6465131640434265,-0.045170869678258896,0.37498795986175537,0.6401678919792175,-0.08498688787221909,0.3243844509124756,0.6356762051582336,-0.08726144582033157,0.2459004521369934,0.6307336688041687,-0.0811290517449379,call
0.7656628489494324,0.6600827574729919,-7.830591357560479e-07,0.7599366903305054,0.5882971286773682,-0.06828930974006653,0.6709851026535034,0.5082586407661438,-0.0921679362654686,0.6192721724510193,0.44320929050445557,-0.1085994616150856,0.6340734958648682,0.39219000935554504,-0.1081499233841896,0.5252719521522522,0.5288701057434082,-0.04395933821797371,0.4651971161365509,0.5238948464393616,-0.0980144664645195,0.5652296543121338,0.5373364090919495,-0.11223902553319931,0.5901251435279846,0.5399278998374939,-0.1127854734659195,0.49753084778785706,0.5726741552352905,-0.02950979396700859,0.4659266769886017,0.5746609568595886,-0.07651234418153763,0.6024423837661743,0.5927547216415405,-0.0648832842707634,0.5953927040100098,0.5781216025352478,-0.047112397849559784,0.4857467710971832,0.6183498501777649,-0.029897596687078476,0.4620845913887024,0.6244925856590271,-0.08764801174402237,0.58280348777771,0.6332014799118042,-0.0690203532576561,0.6088416576385498,0.6262238621711731,-0.04184887558221817,0.47545522451400757,0.6596817970275879,-0.03590443730354309,0.3816465437412262,0.6571750044822693,-0.07610095292329788,0.32797861099243164,0.657119870185852,-0.0777127668261528,0.24654552340507507,0.6552680134773254,-0.07011210173368454,call
0.8020538091659546,0.6366201639175415,-9.061043897418131e-07,0.8019416332244873,0.5639037489891052,-0.07562077045440674,0.7104688882827759,0.4825194180011749,-0.1039094403386116,0.6548319458961487,0.4147670269012451,-0.12383688241243362,0.675815224647522,0.3609042167663574,-0.12632514536380768,0.5518181920051575,0.49899065494537354,-0.05860995501279831,0.4897385835647583,0.49644097685813904,-0.11739767342805862,0.6002153158187866,0.5109490156173706,-0.12965154647827148,0.6350460648536682,0.5140478014945984,-0.12684448063373566,0.5232539176940918,0.5460440516471863,-0.041241273283958435,0.4978710412979126,0.551787793636322,-0.09472470730543137,0.6422989368438721,0.569202184677124,-0.08226931095123291,0.6396153569221497,0.5544519424438477,-0.06256397813558578,0.5135812163352966,0.5939295291900635,-0.038749247789382935,0.49653545022010803,0.602388858795166,-0.10481218993663788,0.623278796672821,0.609255850315094,-0.08597194403409958,0.6508997082710266,0.6014246344566345,-0.05638335272669792,0.5075393915176392,0.63785320520401,-0.04186638444662094,0.4140809178352356,0.6349979639053345,-0.08589769154787064,0.36246341466903687,0.6327521800994873,-0.08681004494428635,0.28167077898979187,0.6300028562545776,-0.07757911831140518,call
0.8554394245147705,0.628065288066864,-8.095202019831049e-07,0.8762556314468384,0.5577170848846436,-0.07194015383720398,0.8140681982040405,0.46682292222976685,-0.09760860353708267,0.7864899039268494,0.3936848044395447,-0.11552460491657257,0.8271998167037964,0.3449888527393341,-0.11573126167058945,0.6650524735450745,0.46960553526878357,-0.04898073151707649,0.5836265683174133,0.45720145106315613,-0.10150032490491867,0.6831758618354797,0.48280495405197144,-0.11038606613874435,0.7197878360748291,0.48731178045272827,-0.10479315370321274,0.6247349977493286,0.5140892863273621,-0.030928412452340126,0.5758683681488037,0.5108372569084167,-0.07733070105314255,0.7058066129684448,0.5452892184257507,-0.06379088759422302,0.7094837427139282,0.5279918909072876,-0.04312669485807419,0.5969581604003906,0.5573216080665588,-0.027442771941423416,0.5588324666023254,0.5577406287193298,-0.08372713625431061,0.6710646748542786,0.5807814002037048,-0.06461350619792938,0.6992796659469604,0.5750948190689087,-0.0363285131752491,0.5695044994354248,0.5957682728767395,-0.029656844213604927,0.4758925437927246,0.5773813128471375,-0.0628751665353775,0.4217028319835663,0.5684694647789001,-0.06046599522233009,0.3446032702922821,0.5557279586791992,-0.05023759603500366,call
0.8222917318344116,0.6680685877799988,-6.802016514484421e-07,0.8349488973617554,0.5976004004478455,-0.07116927206516266,0.7661021947860718,0.5095730423927307,-0.09948565810918808,0.7379372715950012,0.4353677034378052,-0.12135875225067139,0.7756010293960571,0.38547080755233765,-0.12532803416252136,0.6175320148468018,0.5070492029190063,-0.03611980751156807,0.5339991450309753,0.49930086731910706,-0.08924148231744766,0.6252756714820862,0.5194616317749023,-0.09886346757411957,0.6635929942131042,0.5213767290115356,-0.09181874245405197,0.5797098278999329,0.5495431423187256,-0.017650356516242027,0.5322457551956177,0.5504900813102722,-0.06080906093120575,0.6601259112358093,0.5843309760093689,-0.04479917138814926,0.6573317050933838,0.5625783205032349,-0.02013738639652729,0.5520592927932739,0.5913695096969604,-0.015140427276492119,0.5175278782844543,0.5970355272293091,-0.0690692812204361,0.6306934952735901,0.6192997694015503,-0.04940652474761009,0.6583079695701599,0.6115593910217285,-0.01903606951236725,0.5239037275314331,0.6303353309631348,-0.01849847100675106,0.4252992570400238,0.616084635257721,-0.047611624002456665,0.36817169189453125,0.6104350090026855,-0.04231172055006027,0.28912243247032166,0.5996833443641663,-0.02865048497915268,call
0.7634739875793457,0.7145036458969116,-5.182735094422242e-07,0.767242968082428,0.6456742882728577,-0.08776922523975372,0.6934603452682495,0.5570642352104187,-0.12196028232574463,0.6610491871833801,0.4823167324066162,-0.1443805694580078,0.6940348744392395,0.42978543043136597,-0.14809057116508484,0.54676753282547,0.5521295666694641,-0.05091986805200577,0.458695650100708,0.5561974048614502,-0.09896214306354523,0.5491287112236023,0.5756890177726746,-0.10474344342947006,0.5898826718330383,0.573510468006134,-0.09728532284498215,0.5127898454666138,0.5967941284179688,-0.023525597527623177,0.4557369649410248,0.6061310768127441,-0.064060740172863,0.5847816467285156,0.6377440690994263,-0.045095045119524,0.586597740650177,0.61228346824646,-0.01930941641330719,0.48946037888526917,0.6422103643417358,-0.013031954877078533,0.45229583978652954,0.6567009687423706,-0.06350169330835342,0.5636805295944214,0.6739886999130249,-0.043876610696315765,0.5938625335693359,0.6603272557258606,-0.015544915571808815,0.4667118787765503,0.6843688488006592,-0.009966827929019928,0.3674686551094055,0.6753159761428833,-0.040454067289829254,0.30674004554748535,0.6735613346099854,-0.03897825628519058,0.22354790568351746,0.6659098863601685,-0.028983313590288162,call
0.7288209795951843,0.7414811849594116,-7.010918920968834e-07,0.7387357950210571,0.6674081683158875,-0.08419373631477356,0.6635234355926514,0.5777597427368164,-0.11705178022384644,0.6289488673210144,0.5020456910133362,-0.13998441398143768,0.6655979156494141,0.4499477744102478,-0.14407949149608612,0.5177290439605713,0.5770614147186279,-0.05286896973848343,0.4214114546775818,0.578194260597229,-0.112959124147892,0.5174272656440735,0.5995945930480957,-0.12832999229431152,0.5606301426887512,0.5960860848426819,-0.12642797827720642,0.4840877652168274,0.623468279838562,-0.029903404414653778,0.42001378536224365,0.6308393478393555,-0.084849514067173,0.5542583465576172,0.6613988280296326,-0.07206729799509048,0.5617289543151855,0.6361650228500366,-0.048298534005880356,0.45999136567115784,0.6686049699783325,-0.023781610652804375,0.41726791858673096,0.6813223958015442,-0.0869423896074295,0.5320823788642883,0.6999166011810303,-0.06532318145036697,0.5647425651550293,0.6869921088218689,-0.031797003000974655,0.435340017080307,0.7092632055282593,-0.02491030842065811,0.3307991027832031,0.7004806995391846,-0.06120612844824791,0.2710292339324951,0.6994029879570007,-0.05671807751059532,0.1894201636314392,0.6911863088607788,-0.042562611401081085,call
0.7237556576728821,0.7430088520050049,-6.936189151929284e-07,0.734219491481781,0.6691626310348511,-0.08665335178375244,0.6571046710014343,0.5780448913574219,-0.12142270803451538,0.6216210126876831,0.5013087391853333,-0.14557310938835144,0.6619033813476562,0.4479132890701294,-0.15031315386295319,0.5066324472427368,0.5776575803756714,-0.0566093772649765,0.4143624007701874,0.5770732164382935,-0.11758816987276077,0.5131257772445679,0.5993077158927917,-0.13346853852272034,0.5534626245498657,0.5966339707374573,-0.13206923007965088,0.47146543860435486,0.6238930821418762,-0.03271501138806343,0.41361743211746216,0.6309915781021118,-0.08772282302379608,0.5496942400932312,0.6622779369354248,-0.07492561638355255,0.552525520324707,0.6362545490264893,-0.051223982125520706,0.44667142629623413,0.6695387363433838,-0.02559644915163517,0.407281756401062,0.6811522245407104,-0.08759906888008118,0.5221884846687317,0.7011213302612305,-0.06426290422677994,0.5513859987258911,0.6884657740592957,-0.02961122989654541,0.4213767349720001,0.7109922170639038,-0.026113051921129227,0.31461620330810547,0.697468638420105,-0.06283808499574661,0.2533057630062103,0.6914209723472595,-0.057900890707969666,0.16967016458511353,0.6792844533920288,-0.04287499189376831,call
0.7223669290542603,0.7354389429092407,-7.382096214314515e-07,0.7370412349700928,0.6614370942115784,-0.06981264054775238,0.6662319302558899,0.5715659856796265,-0.09786990284919739,0.6353505253791809,0.4963614046573639,-0.12049024552106857,0.6731497645378113,0.44611674547195435,-0.12498585879802704,0.5239917039871216,0.5714124441146851,-0.037309229373931885,0.4287129342556,0.5621745586395264,-0.09878260642290115,0.5245283246040344,0.5845447182655334,-0.11674850434064865,0.5672516822814941,0.5845093727111816,-0.11522795259952545,0.4865283966064453,0.6162956357002258,-0.02128612995147705,0.42477598786354065,0.6153867840766907,-0.07324064522981644,0.5560280680656433,0.6487764716148376,-0.06088295951485634,0.5613629817962646,0.6251006722450256,-0.03779470920562744,0.45834463834762573,0.6593230962753296,-0.02157256007194519,0.4125525951385498,0.6624269485473633,-0.0801490768790245,0.5248021483421326,0.6848710179328918,-0.05736236274242401,0.5587078332901001,0.6763832569122314,-0.023417064920067787,0.42831701040267944,0.69754958152771,-0.02838112600147724,0.3235318660736084,0.6792851090431213,-0.06004250422120094,0.26222777366638184,0.6710860729217529,-0.05418305844068527,0.18338638544082642,0.6575183868408203,-0.039417535066604614,call
0.7231619358062744,0.7444484233856201,-7.581525096611585e-07,0.7388626933097839,0.6707781553268433,-0.0722166895866394,0.6676397323608398,0.5788275599479675,-0.09739380329847336,0.6354450583457947,0.5035114884376526,-0.11528878659009933,0.6721013784408569,0.4539289176464081,-0.1146230548620224,0.5259971022605896,0.5785679817199707,-0.03951183333992958,0.4306142330169678,0.57099848985672,-0.09644927829504013,0.5261685252189636,0.5952321887016296,-0.11227653175592422,0.5691108703613281,0.5943979620933533,-0.11065901815891266,0.48755529522895813,0.6243330836296082,-0.02088712714612484,0.42504480481147766,0.6250162124633789,-0.07157047837972641,0.556540310382843,0.6583303213119507,-0.06054079905152321,0.5672195553779602,0.6346439123153687,-0.039253659546375275,0.4594006836414337,0.6676658391952515,-0.017977694049477577,0.4141659736633301,0.6739291548728943,-0.07537134736776352,0.5246142745018005,0.6956013441085815,-0.053822655230760574,0.557153046131134,0.6857864856719971,-0.021822987124323845,0.4304705560207367,0.7056981325149536,-0.021510332822799683,0.3264229893684387,0.6880354285240173,-0.05217054486274719,0.2668933868408203,0.680173397064209,-0.04559514299035072,0.18815287947654724,0.6667048931121826,-0.03097696229815483,call
